****       -1   9 Costa        :>: T:1001 T:1003 T:1002 T:1004 T:2044 T:2022 T:2025 T:2020 T:2024 T:1005 T:1007 T:1009 T:1006 T:1008 T:1010 T:1036 T:1038 T:2047 T:2049 T:1031 T:1034 T:1030 T:1033 T:2009 T:2012 T:2046 T:2045 T:1068 T:1069 T:2080
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2020   5     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.
2021   1     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.
2021   2     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.
2021   3     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.
2021   4     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.
2021   5     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.
2022   1     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.
2022   2     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.
2022   3     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.
2022   4     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.
2022   5     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.     51.
****       -1   4 salvajina    :>: H: 414
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2017   1     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2017   2     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2017   3     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2017   4     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2017   5     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2018   1     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2018   2     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2018   3     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2018   4     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2018   5     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2019   1     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2019   2     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2019   3     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2019   4     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2019   5     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2020   1     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2020   2     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2020   3     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2020   4     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2020   5     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2021   1     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2021   2     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2021   3     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2021   4     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2021   5     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2022   1     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2022   2     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2022   3     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2022   4     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
2022   5     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.     72.
****       -1   5 Miel         :>: H: 504
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2017   1     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2017   2     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2017   3     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2017   4     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2017   5     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2018   1     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2018   2     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2018   3     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2018   4     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2018   5     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2019   1     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2019   2     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2019   3     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2019   4     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2019   5     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2020   1     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2020   2     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2020   3     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2020   4     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2020   5     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2021   1     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2021   2     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2021   3     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2021   4     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2021   5     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2022   1     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2022   2     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2022   3     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2022   4     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
2022   5     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.     50.
****       -1   1 Guavio       :>: H: 213
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2017   1     60.     60.    120.    120.    120.    120.    120.    120.    120.    120.    120.    120.    120.    120.    120.    120.    120.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    120.
2017   2     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.
2017   3     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.
2017   4     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.
2017   5     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.      0.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.
2018   1    120.    120.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.    180.
2018   2     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.
2018   3     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.
2018   4     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.     60.
